key,source,target
D_Ch03_OSF_StringTable/Str_Ch03_OSF_EnvInfo_UFOPoster_010,"[The Great Space Invasion <3>]

THE MOTHERSHIP HAS DISPATCHED COUNTLESS MINIATURE UFOS!

These tiny, round discs attach themselves to innocent folks' heads and BRAINWASH them to TAKE OVER THEIR BODY!

Have YOU noticed any strange objects on the back of your loved ones' heads?!","[Büyük Uzay İstilası <3>]

ANA GEMİ SAYISIZ MİNYATÜR UFO GÖNDERDİ!

Bu minik, yuvarlak diskler masum insanların kafalarına yapışıp BEYİNLERİNİ YIKAYARAK VÜCUTLARINI ELE GEÇİRİYOR!

SEVDİKLERİNİZİN ensesinde garip nesneler fark ettiniz mi?!"
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_BackFromShrine_050,"Don't think too much about it. 
Let's hurry up and find Rinko.","Çok fazla düşünme. 
Hadi acele edip Rinko'yu bulalım."
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_MeetTank_040,What?! Damn! I can't get to you!,Ne?! Lanet olsun! Sana ulaşamıyorum!
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_MeetTank_030,Some giant monster just showed up!,Devasa bir canavar ortaya çıktı!
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_GoToTheShrine_010,"Sakuko's shrine is up ahead. 
I used to go there a lot…","Sakuko'nun tapınağı ileride. 
Eskiden sık sık oraya giderdim…"
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_AtRinkoHouse_020,"Wait, what just happened?","Bekle, az önce ne oldu?"
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_Shrine2_010,Sakuko always said she'd make the shrine as popular as it used to be back in the day.,Sakuko her zaman tapınağı eskiden olduğu kadar popüler yapacağını söylerdi.
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_AtRinkoHouse_010,Hey! Hinako!,Hey! Hinako!
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_ShuuAtRinkoHouse_01A,HEY! Rinko!,HEY! Rinko!
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_BackFromShrine_040,Yeah...,Evet...
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_BackFromShrine_020,"Huh? Oh, sorry. Zoned out for a bit.","Ha? Ah, pardon. Bir an dalmışım."
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_Escaped_030,"Good... I didn't let Junko down, then.",Güzel... Demek ki Junko'yu hayal kırıklığına uğratmadım.
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_GetTheKey_010,Alright!,Tamamdır!
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_Escaped_010,You okay?!,İyi misin?!
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_MeetTank_050,"Head into the storehouse! 
I'll open the window!","Depoya gir! 
Pencereyi açacağım!"
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_Escaped_050,She did?,Öyle mi yaptı?
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_AtRinkoHouse_030,C'mon! Hurry!,Hadi! Acele et!
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_Truck_010,Another dead end.,Başka bir çıkmaz sokak.
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_BackFromShrine_010,"Hey, partner. 
That's not the way to Rinko's house.","Hey, ortak. 
Burası Rinko'nun evine giden yol değil."
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_CloseCorruption_020,Hinako?! Don't go anywhere near that weird stuff! ,Hinako?! O tuhaf şeylere yaklaşma sakın!
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_Escaped_040,"She told me to look after you
no matter what happens.","Ne olursa olsun
Sana göz kulak olmamı söyledi."
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_CloseCorruption_030,Got it!,Anlaşıldı!
D_Ch03_OSF_StringTable/Str_Ch03_OSF_EnvInfo_SacredSword_010,"The character for ""mizu"" (water) can be faintly seen etched into the stone base.",Taş kaidenin üzerine hafifçe kazınmış “mizu” (su) karakteri belli belirsiz görülebiliyor.
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_RoadDamaged_010,Not getting across that. What happened...?,Buradan geçilmiyor. Ne olmuş böyle...?
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_MailboxKey_010,Is this...the key to Sakuko's mailbox?,Bu... Sakuko'nun posta kutusunun anahtarı mı?
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_BackFromShrine_030,"This is Sakuko's family shrine, right?","Burası Sakuko'nun aile tapınağı, değil mi?"
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_CloseCorruption_025,"It might be poisonous! Go around, to the garden on the right! This way!","Zehirli olabilir! Etrafından dolaş, sağdaki bahçeye doğru! Bu taraftan!"
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_DoctorHouse_010,"Doctor, are you home?","Doktor, evde misiniz?"
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_InYard_010,Hinako! The storehouse window! Hurry!,Hinako! Depo penceresi! Acele et!
D_Ch03_OSF_StringTable/Str_Ch03_OSF_VO_MeetTank_020,Hinako! What's going on?,Hinako! Neler oluyor?
D_Ch03_OSF_StringTable/Str_Ch03_OSF_Thoughts_SacredSword_Illusion_010,(Was that...Sakuko's family shrine?),(O... Sakuko'nun aile türbesi miydi?)
D_Ch03_OSF_StringTable/Str_Ch03_OSF_Thoughts_DrawerLocked_010,(It's locked.),(Kilitli.)
D_Ch03_OSF_StringTable/Str_Ch03_OSF_Thoughts_Scratch_010,(Claw marks...?),(Pençe izleri mi...?) 
D_Ch03_OSF_StringTable/Str_Ch03_OSF_Thoughts_LockBroke_010,(The lock's broken. It won't open...),(Kilit bozulmuş. Açılmıyor...)
D_Ch03_OSF_StringTable/Str_Ch03_OSF_Thoughts_YardDoor_010,(I need a key...),(Bir anahtara ihtiyacım var...)
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_SeeFoxMan_01,There he is.,İşte orada.
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_HellModeSakukoReact_01,Sakuko... We...can't...,Sakuko... Biz... yapamayız...
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_AheadToEastArea_010,Sakuko?,Sakuko?
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_DescribeNaginata,"This must be special... 
Sorry, I'll hold on to it for a bit...","Bu özel olmalı... 
Üzgünüm, bir süre bende kalacak..."
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_LockedDoorOpen_010,Wasn't that closed before?,Burası daha önce kapalı değil miydi?
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_HellModeStart_010,My head! I have to get out of here...,Başım! Buradan çıkmalıyım...
D_CH04_OCR_StringTable/Str_Ch04_OCR_EnvInfo_PaintingRoomWords_010,Don't trust him.,Ona güvenme.
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_TryOpenGate_010,It's no use. It won't open.,Faydası yok. Açılmıyor.
D_CH04_OCR_StringTable/Str_Ch04_OCR_EnvInfo_WordsBesideDoll_010,"Don't believe the fox's words!
Stay away from the western room.","Tilkinin sözlerine inanma!
Batı odasından uzak dur."
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_TakeNaginata,Stay back!,Geri çekil!
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_SawBookReaction,What...? Is this about my family?,Ne...? Bu benim ailemle mi ilgili?
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_EnterJadeRoom_010,Saku...ko...?,Saku...ko...? 
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_CheckSakukoInRoom,Sakuko! Are you there?,Sakuko! Orada mısın?
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_CallSakuko_010,Sakuko! Is that you?,Sakuko! Sen misin?
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_CallSakuko_020,Where are you?,Neredesin?
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_HellModeSakukoReact_02,I'm sorry... I'm sorry...,Üzgünüm... Üzgünüm...
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_SeeFoxMan_03,"What, he can't wait for me to catch up?","Ne yani, benim yetişmemi bekleyemiyor mu?"
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_LookForFoxMan_010,What...happened...?,Ne...oldu...?
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_SakukoHellMode_03,I don't want to be alone by myself. It's lonely...,Tek başıma yalnız kalmak istemiyorum. Çok yapayalnızca...
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_HearStep_010,Who's there?,Kim var orada?
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_EnterBookRoom,A library? In a place like this......?,Bir kütüphane? Böyle bir yerde mi...?
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_ReachGate_010,Finally...,Sonunda...
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_LeftAreaForward_010,I better get going...,En iyisi gideyim...
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_SakukoInvite,It's this way! Hurry! Hurry!,Bu taraftan! Acele et! Acele et!
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_SeeNaginataRoom,What's that?,O da ne?
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_SakukoHellMode_02,Hinako... You left me alone... You traitor.,Hinako... Beni yalnız bıraktın... Seni hain.
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_SakukoGuide_010,Hinakooo! C'mon! Hurry!,Hinakooo! Hadi! Acele et!
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_SakukoCalls_010,"This way! Over here, Hinako!","Bu tarafa! Buraya, Hinako!"
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_SakukoHellMode_01,"Hurry, Hinako! This is incredible!","Acele et, Hinako! Bu inanılmaz!"
D_CH04_OCR_StringTable/Str_Ch04_OCR_VO_GateSakukoCall,Hinakooo! Over here!,Hinakooo! Buraya!
D_CH04_OCR_StringTable/Str_Ch04_OCR_Thoughts_LookGimmickDoor,(I think I'm missing something...),(Sanırım bir şeyi kaçırıyorum...)
D_CH04_OCR_StringTable/Str_Ch04_OCR_Thoughts_BookInvestigation_040,"(All the secret arts... medicines…
Succumb to us... spirit... and flesh...)","(Tüm gizli sanatlar... ilaçlar...
Bize boyun eğiyor... ruh... ve beden...)"
D_CH04_OCR_StringTable/Str_Ch04_OCR_Thoughts_BookInvestigation_030,"(Not enough. The honorable blood. Fill it up.
Make it full... Otherwise...)","(Yeterli değil. Onurlu kan. Doldurun.
Tamamen doldurun... Aksi takdirde...)"
D_CH04_OCR_StringTable/Str_Ch04_OCR_Thoughts_BookInvestigation_020,"(...ritual is held... The Igarashi clan...
last descendants...)","(...ritüel düzenleniyor... Igarashi klanı...
son nesiller...)"
D_CH04_OCR_StringTable/Str_Ch04_OCR_Thoughts_LostFoxStatue,(Is something supposed to go here too?),(Buraya da bir şey mi konulmalı?)
D_CH04_OCR_StringTable/Str_Ch04_OCR_Thoughts_BrokenLantern,(The fire's gone out...),(Ateş söndü...)
D_CH04_OCR_StringTable/Str_Ch04_OCR_Thoughts_BookInvestigation_010,(The crimson spring gushing from the womb... deep within... is the Shimizu family...),(Rahimden fışkıran kızıl kaynak... derinlerde... Shimizu ailesidir...)
D_CH04_OCR_StringTable/Str_Ch04_OCR_Thoughts_FoxStatueWithJade,(This key... Is it the same one as before?),(Bu anahtar... Daha öncekilerden biri mi?)
D_CH04_OCR_StringTable/Str_Ch04_OCR_Thoughts_SeeMiddleArea,(Is this...a stage?),(Bu... bir sahne mi?)
D_Ch05_ALW_StringTable/Str_Ch05_AWL_VO_DialogEvent2_010_Hinako,...Where are those two?,...O ikisi nerede?
D_Ch05_ALW_StringTable/Str_Ch05_ALW_VO_PreCheckPoint3_010,...listen to me...give up on Hinako...,...beni dinle...Hinako'dan vazgeç...
D_Ch05_ALW_StringTable/Str_Ch05_ALW_VO_PreCheckPoint3_040,...she's suffering... I can't just...,...acı çekiyor... Öylece... yapamam...
D_Ch05_ALW_StringTable/Str_Ch05_ALW_VO_PreCheckPoint3_020,...too late...at this point... You can't help...,...çok geç...bu noktada... Yardım edemezsin...
D_Ch05_ALW_StringTable/Str_Ch05_AWL_VO_CheckPoint3_020_Shuu,...Beats me.,...Hiçbir fikrim yok.
D_Ch05_ALW_StringTable/Str_Ch05_AWL_VO_CheckPoint3_060_Rinko,"He wasn’t worried at all. He knew his ""dear"" partner would be alright.","Hiç endişelenmiyordu. ""Sevgili"" ortağının iyi olacağını biliyordu."
D_Ch05_ALW_StringTable/Str_Ch05_AWL_VO_CheckPoint3_030_Rinko,You really think you can fool Hinako?,Gerçekten Hinako'yu kandırabileceğini mi sanıyorsun?
D_Ch05_ALW_StringTable/Str_Ch05_AWL_VO_CheckPoint3_010_Rinko,"You’re lying, aren’t you, Shu...?","Yalan söylüyorsun, değil mi, Shu...?"
D_Ch05_ALW_StringTable/Str_Ch05_ALW_VO_DialogEvent4_020,"Shu, let's get out of here, okay?!","Shu, buradan çıkalım, tamam mı?!"
D_Ch05_ALW_StringTable/Str_Ch05_ALW_VO_PreCheckPoint3_030,I don't know...to do now...,Bilmiyorum... şimdi ne yapacağımı...
D_Ch05_ALW_StringTable/Str_Ch05_ALW_VO_DialogEvent4_010,Something just flew by!,Az önce bir şey uçtu geçti!
D_Ch05_ALW_StringTable/Str_Ch05_ALW_VO_DialogEvent4_000,Ahh...!,Ahh...! 
D_Ch05_ALW_StringTable/Str_Ch05_AWL_VO_CheckPoint3_070_Hinako,Oh yeah...? Thanks.,Oh evet...? Teşekkürler.
D_Ch05_ALW_StringTable/Str_Ch05_ALW_VO_RinkoNPCGuide,Hinako! This way!,Hinako! Bu tarafa!
D_Ch05_ALW_StringTable/Str_Ch05_AWL_VO_CheckPoint3_050_Shuu,"Hinako. You are late. 
I was worried about you.","Hinako. Geç kaldın. 
Senin için endişelenmeye başlamıştım."
D_Ch05_ALW_StringTable/Str_Ch05_ALW_Thoughts_IntoHouse,(It's gotten into the house...),(Eve kadar girmiş...)
D_Ch05_OLD_StringTable/Str_Ch05_OLD_VO_ShuuNPCGuide,"Partner, this way! ","Ortak, bu tarafa!"
D_Ch05_OLD_StringTable/Str_Ch05_OLD_EnvInfo_GirlMagazine_010,"A woman is only complete when she's loved.
Featuring the latest fashion for young women so pure, they even make flowers blush.","Bir kadın ancak sevildiğinde tamamlanır.
Çiçekleri bile utandıracak kadar saf genç kadınlar için en son moda."
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint2_030_Rinko,"Hinako, has anyone ever told you that when you talk to Shu, you sound kinda... manly?","Hinako, Shu ile konuşurken biraz... erkeksi bir havan olduğunu hiç söyleyen oldu mu?"
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint1_070_Shuu,Enough small talk. Let's go.,Yeter bu kadar laf. Hadi gidelim.
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint2_020_Hinako,"Uh, all sorts of weird aliens kept popping up when we played Space Wars, right?","Şey, Uzay Savaşları oynadığımızda her türlü garip uzaylı ortaya çıkıp duruyordu, değil mi?"
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint1_030_Rinko,"Shu, how much longer are you gonna keep up this ""partner"" routine?","Shu, bu ""ortak"" numarasına daha ne kadar devam edeceksin?"
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint1_040_Rinko,You talk to her like she's a schoolboy.,Onunla sanki bir okul çocuğuymuş gibi konuşuyorsun.
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint1_050_Shuu,I call her partner because she's my partner. I've never treated her like a girl.,O benim ortağım olduğu için ona ortak diyorum. Ona asla bir kız gibi davranmadım.
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint2_010_Shuu,"Partner. Is it just me, or are there more of those weird monsters?","Ortak. Sadece bana mı öyle geliyor, yoksa o tuhaf canavarlardan daha mı çok var?"
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint1_010_Shuu,"You okay, partner? 
No monsters on your tail, are there?","İyi misin, ortak? 
Peşinde canavarlar yok, değil mi?"
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_DialogEvent6_010_Hinako,This is terrible... How could this happen?!,Bu korkunç... Bu nasıl olabilir?!
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint2_040_Hinako,"Just got into the habit of talking like this, I guess.",Sanırım sadece böyle konuşma alışkanlığı edindim.
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint2_050_Shuu,"We've been hanging out with each other
since we were little kids.","Küçüklüğümüzden beri birlikte takılıyoruz.
"
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint1_060_Hinako,"Now that you mention it, yeah, you haven't.","Şimdi sen söyleyince fark ettim, evet, hiç yapmadın."
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint2_060_Rinko,"Huh... So that's why you two didn't get into a relationship, huh?","Ha... Demek ikiniz bu yüzden bir ilişkiye başlamadınız, ha?"
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint1_020_Hinako,"No, I'm good.","Hayır, iyiyim."
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_CheckPoint2_070_Shuu,"We don't need to talk about that right now.
Let's go.","Şu anda bundan bahsetmemize gerek yok.
Hadi gidelim."
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_DialogEvent3_010,Where did that big one go...?,O büyük olan nereye gitti...?
D_Ch05_OSF_StringTable/Str_Ch05_OSF_VO_DialogEvent1_010_Shuu,Hinako! Over here!,Hinako! Buraya!
D_Ch05_OSF_StringTable/Str_Ch05_OSF_Thoughts_DialogEvent5_010_Hinako,(It got knocked over...),(Devrilmiş...)
D_Ch05_SCL_StringTable/Str_Ch05_SCL_EnvInfo_GameForbbiden_010,"To all students,

The game known as ""The Fox's Sacrifice"" is hereby banned.

Partaking in this recent fad is forbidden.
Any students caught playing will have their parents or guardians notified and be severely punished.","Tüm öğrencilere,

""Tilkinin Fedakarlığı"" olarak bilinen oyun yasaklanmıştır.

Son zamanlardaki bu çılgınlığa katılmak yasaktır.
Oynarken yakalanan öğrencilerin velileri veya vasileri bilgilendirilecek ve öğrenciler ağır şekilde cezalandırılacaktır."
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_FriendMurmurB_010,"No, she's not. We're still partners. Through thick and thin, we're partners. Always.","Hayır, değil. Hâlâ ortağız. İyi günde kötü günde ortağız. Her zaman."
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_RoadBlocked_010,The damage from the typhoon... It's still here.,Tayfundan kalan hasar... Hâlâ burada.
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_Jewelbox_035_Hinako,...What's that?,...Bu da ne?
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_SchoolRoad_010,"Me and Shu used to hang out
around here a long time ago.","Shu ve ben uzun zaman önce
buralarda takılırdık."
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_CheckPoint4_040_Rinko,"Look, I'll just come right out and say it:","Bak, dosdoğru söyleyeceğim:"
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_FriendMurmurA_020,"You're seriously still doing this whole ""partner"" thing? Accept it. Your partner's gone.","Hâlâ şu ""partner"" olayını mı yapıyorsun ciddi ciddi? Kabullen artık. Partnerin gitti."
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_CheckPoint4_010_Shuu,"Cut it out. 
I don't wanna talk about that right now...","Kes şunu. 
Şu an bundan bahsetmek istemiyorum..."
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_FriendMurmurB_020,"I feel bad for you, Shu. I know just how important Hinako was to you.","Senin için üzgünüm, Shu. Hinako'nun senin için ne kadar önemli olduğunu biliyorum."
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_CheckPoint4_070_Shuu,"Oh, partner. What took you so long? 
C'mon, let's get going!","Ah, ortak. Nerede kaldın? 
Hadi, gidelim artık!"
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_SchoolShrine_010,This hokora is older than the school...,Bu hokora okuldan daha eski...
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_Jewelbox_030_Hinako,（Breathing）,（Nefes Alır）
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_ExchangeNotes_010,A coded message. Talk about childish.,Şifreli bir mesaj. Ne kadar da çocukça.
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_CheckPoint4_030_Shuu,I said knock it off. Seriously.,Kes şunu. Cidden.
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_CheckPoint4_045_Rinko,"Hinako's dead, okay?","Hinako öldü, tamam mı?"
D_Ch05_SCL_StringTable/Str_Ch05_SCL_EnvInfo_KeyLocation_010,"Chrysanthemums grown by our very own vice principal have won the Governor's Prize!

Did you know that Vice Principal Matsuo has a green thumb?
His exquisite chrysanthemums took the top prize in their category at the Floriculture Fair held by the Prefectural Council!

If you haven't already, take this opportunity to admire the vice principal's masterfully pruned flower displays on the school grounds.","Müdür yardımcımızın yetiştirdiği krizantemler Vali Ödülü'nü kazandı!

Müdür Yardımcısı Matsuo'nun eli yatkınmış, biliyor muydunuz?
Muhteşem krizantemleri, İl Meclisi tarafından düzenlenen Çiçekçilik Fuarı'nda kendi kategorisinde birincilik ödülünü aldı!

Henüz görmediyseniz, okul bahçesinde müdür yardımcımızın ustalıkla budadığı çiçek sergilerini hayranlıkla izleme fırsatını kaçırmayın."
D_Ch05_SCL_StringTable/Str_Ch05_SCL_EnvInfo_PuzzleHardClue_010,"Congratulations to Track & Field Club member Suga Yosie (Senior, Class 1) on winning the 100m race at the prefectural meet!","Atletizm Kulübü üyesi Suga Yosie'yi (Lise Son, Sınıf 1), ilçe yarışmasında 100 metre yarışını kazandığı için tebrik ederiz!"
D_Ch05_SCL_StringTable/Str_Ch05_SCL_EnvInfo_SchoolMap,Ebisugaoka Middle School Floor Plan,Ebisugaoka Ortaokulu Kat Planı
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_CheckPoint4_020_Rinko,I'm not gonna cut it out. I'm gonna keep bringing it up until you snap back to reality.,Bunu kesmeyeceğim. Sen gerçekliğe dönene kadar bunu gündeme getirmeye devam edeceğim.
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_FriendMurmurB_030,"So you've got to let her go with a smile on your face. That's a proper send-off for your partner, right?","O zaman onu yüzünde bir gülümsemeyle bırakmalısın. Partnerin için uygun bir veda, değil mi?"
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_SportMemo_010,"The locker room... 
Takes me back to my track and field days.","Soyunma odası... 
Beni atletizm günlerime geri götürüyor."
D_Ch05_SCL_StringTable/Str_Ch05_SCL_EnvInfo_ScoreBoard_010,"Final Exam:
4th place: Asakura Ayumi (Freshman, Class 1) - 479 points","Final Sınavı:
4. sıra: Asakura Ayumi (İlk Sınıf, Sınıf 1) - 479 puan"
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_MTNGateLocked_030_Rinko,Can we take a break now?,Şimdi bir ara verebilir miyiz?
D_Ch05_SCL_StringTable/Str_Ch05_SCL_VO_SchoolShrine_025,when he struck it rich from dam construction.,baraj inşaatından zengin olduğunda.
